Area,mnemonic,Economic activity rate - aged 16-64_Numerator,Economic activity rate - aged 16-64_Denominator,Economic activity rate - aged 16-64,Employment rate - aged 16-64_Numerator,Employment rate - aged 16-64_Denominator,Employment rate - aged 16-64,Unemployment rate - aged 16-64_Numerator,Unemployment rate - aged 16-64_Denominator,Unemployment rate - aged 16-64,Unemployment rate - aged 16+_Numerator,Unemployment rate - aged 16+_Denominator,Unemployment rate - aged 16+,% who are economically inactive - aged 16-64_Numerator,% who are economically inactive - aged 16-64_Denominator,% who are economically inactive - aged 16-64,% of economically inactive who want a job_Numerator,% of economically inactive who want a job_Denominator,% of economically inactive who want a job,% of economically inactive who do not want a job_Numerator,% of economically inactive who do not want a job_Denominator,% of economically inactive who do not want a job,Year,Area_Name,Area_Type
"nuts316:Barnsley, Doncaster and Rotherham",UKE31,379600,499300,76,337600,499300,67.6,42000,379600,11.1,42000,387800,10.8,119700,499300,24,32800,119700,27.4,86900,119700,72.6,2013,"Barnsley, Doncaster and Rotherham",nuts316
nuts316:Sheffield,UKE32,283300,364700,77.7,254100,364700,69.7,29200,283300,10.3,29500,289100,10.2,81400,364700,22.3,17500,81400,21.5,64000,81400,78.5,2013,Sheffield,nuts316
nuts316:Bradford,UKE41,243900,327200,74.5,217000,327200,66.3,27000,243900,11.1,27200,248700,10.9,83300,327200,25.5,20000,83300,24,63300,83300,76,2013,Bradford,nuts316
nuts316:Leeds,UKE42,378700,502800,75.3,342700,502800,68.2,35900,378700,9.5,36600,386500,9.5,124200,502800,24.7,33900,124200,27.3,90300,124200,72.7,2013,Leeds,nuts316
nuts316:Calderdale and Kirklees,UKE44,304100,401900,75.7,280200,401900,69.7,23900,304100,7.9,24100,312100,7.7,97800,401900,24.3,21400,97800,21.9,76400,97800,78.1,2013,Calderdale and Kirklees,nuts316
nuts316:Wakefield,UKE45,161900,206500,78.4,145800,206500,70.6,16000,161900,9.9,16000,164500,9.7,44700,206500,21.6,12300,44700,27.6,32300,44700,72.4,2013,Wakefield,nuts316
nuts316:Derby,UKF11,123600,158600,77.9,112300,158600,70.8,11300,123600,9.2,11300,126400,9,35000,158600,22.1,6800,35000,19.3,28200,35000,80.7,2013,Derby,nuts316
nuts316:East Derbyshire,UKF12,131900,173800,75.9,127400,173800,73.3,4500,131900,3.4,4500,134600,3.3,42000,173800,24.1,8400,42000,20,33600,42000,80,2013,East Derbyshire,nuts316
nuts316:South and West Derbyshire,UKF13,249800,309600,80.7,238000,309600,76.9,11800,249800,4.7,11800,257800,4.6,59800,309600,19.3,13200,59800,22.1,46600,59800,77.9,2013,South and West Derbyshire,nuts316
nuts316:Nottingham,UKF14,142000,214200,66.3,124500,214200,58.1,17400,142000,12.3,17400,143700,12.1,72300,214200,33.7,14400,72300,19.9,57900,72300,80.1,2013,Nottingham,nuts316
nuts316:North Nottinghamshire,UKF15,214300,283600,75.6,198100,283600,69.9,16100,214300,7.5,16100,221300,7.3,69300,283600,24.4,16900,69300,24.4,52400,69300,75.6,2013,North Nottinghamshire,nuts316
nuts316:South Nottinghamshire,UKF16,160400,209700,76.5,150400,209700,71.7,10000,160400,6.2,10500,164800,6.4,49200,209700,23.5,11500,49200,23.4,37700,49200,76.6,2013,South Nottinghamshire,nuts316
nuts316:Leicester,UKF21,162800,222200,73.3,138000,222200,62.1,24800,162800,15.2,24800,166100,14.9,59400,222200,26.7,16300,59400,27.5,43100,59400,72.5,2013,Leicester,nuts316
nuts316:Leicestershire CC and Rutland,UKF22,341900,435300,78.5,320500,435300,73.6,21300,341900,6.2,21300,352000,6.1,93400,435300,21.5,18900,93400,20.2,74500,93400,79.8,2013,Leicestershire CC and Rutland,nuts316
nuts316:West Northamptonshire,UKF24,199300,241900,82.4,187000,241900,77.3,12300,199300,6.2,12300,208600,5.9,42600,241900,17.6,7300,42600,17.1,35300,42600,82.9,2013,West Northamptonshire,nuts316
nuts316:North Northamptonshire,UKF25,162500,199900,81.3,148300,199900,74.2,14200,162500,8.7,14200,170200,8.3,37400,199900,18.7,5800,37400,15.5,31600,37400,84.5,2013,North Northamptonshire,nuts316
nuts316:Lincolnshire,UKF30,345000,436300,79.1,319500,436300,73.2,25400,345000,7.4,25400,358200,7.1,91400,436300,20.9,22900,91400,25.1,68500,91400,74.9,2013,Lincolnshire,nuts316
"nuts316:Herefordshire, County of",UKG11,86600,110200,78.6,81500,110200,73.9,5200,86600,6,5200,92700,5.6,23500,110200,21.4,6200,23500,26.3,17400,23500,73.7,2013,"Herefordshire, County of",nuts316
nuts316:Worcestershire,UKG12,282900,353000,80.1,269000,353000,76.2,13900,282900,4.9,14600,301600,4.8,70100,353000,19.9,14600,70100,20.8,55500,70100,79.2,2013,Worcestershire,nuts316
nuts316:Warwickshire,UKG13,271400,336900,80.6,257300,336900,76.4,14100,271400,5.2,14900,283000,5.3,65500,336900,19.4,11500,65500,17.5,54000,65500,82.5,2013,Warwickshire,nuts316
nuts316:Telford and Wrekin,UKG21,83300,106200,78.5,76000,106200,71.6,7300,83300,8.7,7400,85800,8.6,22900,106200,21.5,8200,22900,36,14600,22900,64,2013,Telford and Wrekin,nuts316
nuts316:Shropshire CC,UKG22,152800,184200,82.9,143200,184200,77.7,9600,152800,6.3,9900,162000,6.1,31400,184200,17.1,7700,31400,24.5,23700,31400,75.5,2013,Shropshire CC,nuts316
nuts316:Stoke-on-Trent,UKG23,115300,158900,72.5,104700,158900,65.9,10600,115300,9.2,10700,118300,9,43600,158900,27.5,9600,43600,22,34000,43600,78,2013,Stoke-on-Trent,nuts316
nuts316:Staffordshire CC,UKG24,416600,531400,78.4,397500,531400,74.8,19100,416600,4.6,19500,434700,4.5,114800,531400,21.6,23000,114800,20,91800,114800,80,2013,Staffordshire CC,nuts316
nuts316:Birmingham,UKG31,482900,691200,69.9,407700,691200,59,75200,482900,15.6,75200,494600,15.2,208300,691200,30.1,47200,208300,22.6,161100,208300,77.4,2013,Birmingham,nuts316
nuts316:Solihull,UKG32,98800,127500,77.5,91900,127500,72.1,6800,98800,6.9,6800,102700,6.6,28700,127500,22.5,6200,28700,21.7,22500,28700,78.3,2013,Solihull,nuts316
nuts316:Coventry,UKG33,156400,216100,72.4,144100,216100,66.7,12200,156400,7.8,12200,159100,7.7,59700,216100,27.6,11400,59700,19.1,48300,59700,80.9,2013,Coventry,nuts316
nuts316:Dudley,UKG36,149900,192400,77.9,135200,192400,70.3,14700,149900,9.8,15000,154900,9.7,42500,192400,22.1,7100,42500,16.8,35300,42500,83.2,2013,Dudley,nuts316
nuts316:Sandwell,UKG37,144400,196600,73.5,127300,196600,64.8,17100,144400,11.9,17300,146100,11.8,52100,196600,26.5,7200,52100,13.8,45000,52100,86.2,2013,Sandwell,nuts316
nuts316:Walsall,UKG38,116800,167700,69.6,103000,167700,61.4,13800,116800,11.8,13900,119800,11.6,51000,167700,30.4,7800,51000,15.4,43100,51000,84.6,2013,Walsall,nuts316
nuts316:Wolverhampton,UKG39,114000,159000,71.7,99900,159000,62.8,14200,114000,12.4,14200,116200,12.2,45000,159000,28.3,5600,45000,12.4,39500,45000,87.6,2013,Wolverhampton,nuts316
nuts316:Peterborough,UKH11,96100,119400,80.5,88700,119400,74.3,7400,96100,7.7,7500,97400,7.7,23300,119400,19.5,5700,23300,24.3,17600,23300,75.7,2013,Peterborough,nuts316
nuts316:Cambridgeshire CC,UKH12,327800,402800,81.4,310800,402800,77.2,17000,327800,5.2,17000,338500,5,75000,402800,18.6,19500,75000,26,55500,75000,74,2013,Cambridgeshire CC,nuts316
nuts316:Suffolk,UKH14,352200,435800,80.8,329700,435800,75.7,22500,352200,6.4,22800,369500,6.2,83600,435800,19.2,23000,83600,27.5,60600,83600,72.5,2013,Suffolk,nuts316
nuts316:Norwich and East Norfolk,UKH15,178400,226200,78.9,166300,226200,73.5,12100,178400,6.8,12100,185200,6.6,47800,226200,21.1,14800,47800,30.9,33000,47800,69.1,2013,Norwich and East Norfolk,nuts316
nuts316:North and West Norfolk,UKH16,107900,141700,76.2,102900,141700,72.6,5000,107900,4.7,5300,115600,4.6,33800,141700,23.8,10100,33800,29.9,23700,33800,70.1,2013,North and West Norfolk,nuts316
nuts316:Breckland and South Norfolk,UKH17,123100,150300,81.9,112900,150300,75.1,10200,123100,8.3,10800,130900,8.2,27200,150300,18.1,6600,27200,24.3,20600,27200,75.7,2013,Breckland and South Norfolk,nuts316
nuts316:Luton,UKH21,101400,134200,75.6,92200,134200,68.7,9200,101400,9.1,9300,103000,9,32800,134200,24.4,6600,32800,20.2,26200,32800,79.8,2013,Luton,nuts316
nuts316:Hertfordshire,UKH23,589500,719400,81.9,558300,719400,77.6,31100,589500,5.3,32300,611100,5.3,129900,719400,18.1,23400,129900,18,106500,129900,82,2013,Hertfordshire,nuts316
nuts316:Bedford,UKH24,83400,101100,82.5,76100,101100,75.3,7300,83400,8.8,7300,86400,8.5,17700,101100,17.5,2800,17700,15.6,14900,17700,84.4,2013,Bedford,nuts316
nuts316:Central Bedfordshire,UKH25,132900,167800,79.2,126300,167800,75.3,6600,132900,4.9,6600,139200,4.7,34900,167800,20.8,7700,34900,22.1,27200,34900,77.9,2013,Central Bedfordshire,nuts316
nuts316:Southend-on-Sea,UKH31,83000,109200,76,77800,109200,71.3,5200,83000,6.3,5300,85300,6.3,26200,109200,24,7000,26200,26.9,19100,26200,73.1,2013,Southend-on-Sea,nuts316
nuts316:Thurrock,UKH32,83500,103800,80.5,78100,103800,75.3,5400,83500,6.5,5500,85200,6.4,20300,103800,19.5,7300,20300,36.2,12900,20300,63.8,2013,Thurrock,nuts316
nuts316:Essex Haven Gateway,UKH34,216800,278400,77.9,201300,278400,72.3,15500,216800,7.1,16000,226000,7.1,61600,278400,22.1,16500,61600,26.8,45100,61600,73.2,2013,Essex Haven Gateway,nuts316
nuts316:West Essex,UKH35,153000,182400,83.9,143300,182400,78.6,9700,153000,6.3,9700,160300,6,29400,182400,16.1,6100,29400,20.9,23300,29400,79.1,2013,West Essex,nuts316
nuts316:Heart of Essex,UKH36,156200,189900,82.3,148600,189900,78.2,7600,156200,4.9,8000,166400,4.8,33700,189900,17.7,8400,33700,24.9,25300,33700,75.1,2013,Heart of Essex,nuts316
nuts316:Essex Thames Gateway,UKH37,168900,217100,77.8,156400,217100,72,12500,168900,7.4,13000,179200,7.2,48200,217100,22.2,10200,48200,21.2,38000,48200,78.8,2013,Essex Thames Gateway,nuts316
nuts316:Camden and City of London,UKI31,113100,164900,68.6,104500,164900,63.4,8600,113100,7.6,8600,117700,7.3,51800,164900,31.4,19600,51800,37.8,32200,51800,62.2,2013,Camden and City of London,nuts316
nuts316:Westminster,UKI32,116800,164300,71.1,109700,164300,66.7,7200,116800,6.1,7300,122600,6,47500,164300,28.9,19600,47500,41.3,27900,47500,58.7,2013,Westminster,nuts316
nuts316:Kensington & Chelsea and Hammersmith & Fulham,UKI33,175000,239100,73.2,163700,239100,68.5,11300,175000,6.5,11900,181800,6.6,64100,239100,26.8,12300,64100,19.2,51800,64100,80.8,2013,Kensington & Chelsea and Hammersmith & Fulham,nuts316
nuts316:Wandsworth,UKI34,185200,225600,82.1,167700,225600,74.3,17500,185200,9.4,17500,189000,9.3,40400,225600,17.9,8800,40400,21.8,31600,40400,78.2,2013,Wandsworth,nuts316
nuts316:Hackney and Newham,UKI41,287400,408200,70.4,254100,408200,62.3,33300,287400,11.6,33500,290800,11.5,120800,408200,29.6,24400,120800,20.2,96400,120800,79.8,2013,Hackney and Newham,nuts316
nuts316:Tower Hamlets,UKI42,146400,200100,73.2,126400,200100,63.2,20000,146400,13.7,20000,146900,13.6,53700,200100,26.8,9300,53700,17.4,44300,53700,82.6,2013,Tower Hamlets,nuts316
nuts316:Haringey and Islington,UKI43,259700,345700,75.1,236700,345700,68.5,23000,259700,8.8,23200,265600,8.7,86000,345700,24.9,14400,86000,16.7,71600,86000,83.3,2013,Haringey and Islington,nuts316
nuts316:Lewisham and Southwark,UKI44,317500,415900,76.3,282800,415900,68,34800,317500,10.9,34800,320600,10.8,98400,415900,23.7,34100,98400,34.7,64200,98400,65.3,2013,Lewisham and Southwark,nuts316
nuts316:Lambeth,UKI45,198400,234200,84.7,182600,234200,78,15800,198400,8,15800,201600,7.8,35800,234200,15.3,13200,35800,36.9,22600,35800,63.1,2013,Lambeth,nuts316
nuts316:Bexley and Greenwich,UKI51,244900,323300,75.7,221100,323300,68.4,23800,244900,9.7,24000,251200,9.6,78400,323300,24.3,25600,78400,32.7,52800,78400,67.3,2013,Bexley and Greenwich,nuts316
nuts316:Barking & Dagenham and Havering,UKI52,207700,273000,76.1,185000,273000,67.8,22600,207700,10.9,23000,211400,10.9,65300,273000,23.9,19900,65300,30.4,45500,65300,69.6,2013,Barking & Dagenham and Havering,nuts316
nuts316:Redbridge and Waltham Forest,UKI53,279300,368000,75.9,253500,368000,68.9,25800,279300,9.2,25900,285900,9.1,88700,368000,24.1,21200,88700,23.9,67500,88700,76.1,2013,Redbridge and Waltham Forest,nuts316
nuts316:Enfield,UKI54,150000,206000,72.8,137500,206000,66.8,12500,150000,8.3,12500,154800,8.1,55900,206000,27.2,21900,55900,39.2,34000,55900,60.8,2013,Enfield,nuts316
nuts316:Bromley,UKI61,162400,202400,80.2,153100,202400,75.7,9200,162400,5.7,9200,166000,5.6,40000,202400,19.8,11900,40000,29.7,28100,40000,70.3,2013,Bromley,nuts316
nuts316:Croydon,UKI62,193600,240600,80.5,176500,240600,73.4,17100,193600,8.8,17100,199000,8.6,47000,240600,19.5,17300,47000,36.8,29700,47000,63.2,2013,Croydon,nuts316
"nuts316:Merton, Kingston upon Thames and Sutton",UKI63,303500,375900,80.8,285900,375900,76.1,17600,303500,5.8,17800,312800,5.7,72400,375900,19.2,16500,72400,22.8,55800,72400,77.2,2013,"Merton, Kingston upon Thames and Sutton",nuts316
nuts316:Barnet,UKI71,184500,240700,76.7,173900,240700,72.3,10600,184500,5.7,10600,191800,5.5,56200,240700,23.3,10400,56200,18.4,45800,56200,81.6,2013,Barnet,nuts316
nuts316:Brent,UKI72,162400,215700,75.3,144700,215700,67.1,17700,162400,10.9,17700,164700,10.7,53300,215700,24.7,9400,53300,17.6,44000,53300,82.4,2013,Brent,nuts316
nuts316:Ealing,UKI73,170500,229300,74.4,150000,229300,65.4,20500,170500,12,20500,175100,11.7,58800,229300,25.6,10500,58800,17.9,48200,58800,82.1,2013,Ealing,nuts316
nuts316:Harrow and Hillingdon,UKI74,264200,346000,76.3,240000,346000,69.4,24100,264200,9.1,24400,273500,8.9,81900,346000,23.7,16200,81900,19.8,65700,81900,80.2,2013,Harrow and Hillingdon,nuts316
nuts316:Hounslow and Richmond upon Thames,UKI75,243400,303300,80.3,228500,303300,75.3,14900,243400,6.1,15100,249200,6.1,59900,303300,19.7,17300,59900,28.8,42600,59900,71.2,2013,Hounslow and Richmond upon Thames,nuts316
nuts316:Berkshire,UKJ11,454300,561100,81,433600,561100,77.3,20700,454300,4.6,21300,470400,4.5,106800,561100,19,22900,106800,21.4,83900,106800,78.6,2013,Berkshire,nuts316
nuts316:Milton Keynes,UKJ12,131600,165700,79.4,121700,165700,73.4,9900,131600,7.5,10000,134500,7.4,34100,165700,20.6,10600,34100,31.1,23500,34100,68.9,2013,Milton Keynes,nuts316
nuts316:Buckinghamshire CC,UKJ13,254000,317100,80.1,242000,317100,76.3,12000,254000,4.7,12000,265600,4.5,63100,317100,19.9,13100,63100,20.7,50000,63100,79.3,2013,Buckinghamshire CC,nuts316
nuts316:Oxfordshire,UKJ14,342400,420200,81.5,327500,420200,77.9,15000,342400,4.4,15400,359100,4.3,77800,420200,18.5,15300,77800,19.7,62500,77800,80.3,2013,Oxfordshire,nuts316
nuts316:Brighton and Hove,UKJ21,150700,193900,77.7,139500,193900,71.9,11300,150700,7.5,11300,155300,7.3,43200,193900,22.3,11100,43200,25.8,32000,43200,74.2,2013,Brighton and Hove,nuts316
nuts316:East Sussex CC,UKJ22,241300,309500,78,227800,309500,73.6,13500,241300,5.6,14200,255200,5.6,68200,309500,22,17300,68200,25.4,50900,68200,74.6,2013,East Sussex CC,nuts316
nuts316:West Surrey,UKJ25,375500,469500,80,355500,469500,75.7,20000,375500,5.3,20000,392100,5.1,94000,469500,20,25100,94000,26.7,68900,94000,73.3,2013,West Surrey,nuts316
nuts316:East Surrey,UKJ26,198500,240200,82.6,191300,240200,79.7,7200,198500,3.6,7500,207500,3.6,41700,240200,17.4,7700,41700,18.4,34000,41700,81.6,2013,East Surrey,nuts316
nuts316:West Sussex (South West),UKJ27,207900,252900,82.2,197300,252900,78,10700,207900,5.1,10700,221100,4.8,45000,252900,17.8,10300,45000,23,34600,45000,77,2013,West Sussex (South West),nuts316
nuts316:West Sussex (North East),UKJ28,202300,235400,86,190300,235400,80.8,12100,202300,6,12400,210400,5.9,33100,235400,14,13800,33100,41.6,19300,33100,58.4,2013,West Sussex (North East),nuts316
nuts316:Portsmouth,UKJ31,106400,139100,76.5,1e+05,139100,71.9,6400,106400,6,6500,109200,5.9,32700,139100,23.5,10100,32700,30.9,22600,32700,69.1,2013,Portsmouth,nuts316
nuts316:Southampton,UKJ32,125800,166400,75.6,116000,166400,69.7,9800,125800,7.8,9800,128900,7.6,40600,166400,24.4,13000,40600,32,27600,40600,68,2013,Southampton,nuts316
nuts316:Isle of Wight,UKJ34,59700,77600,77,55100,77600,71,4600,59700,7.7,4600,62600,7.4,17900,77600,23,4100,17900,22.9,13800,17900,77.1,2013,Isle of Wight,nuts316
nuts316:South Hampshire,UKJ35,215600,273200,78.9,200900,273200,73.5,14600,215600,6.8,14600,225000,6.5,57700,273200,21.1,19600,57700,34,38100,57700,66,2013,South Hampshire,nuts316
nuts316:Central Hampshire,UKJ36,259700,313300,82.9,248200,313300,79.2,11500,259700,4.4,11500,275500,4.2,53600,313300,17.1,13700,53600,25.5,39900,53600,74.5,2013,Central Hampshire,nuts316
nuts316:North Hampshire,UKJ37,185600,229300,80.9,178100,229300,77.7,7400,185600,4,7800,190800,4.1,43700,229300,19.1,9300,43700,21.3,34400,43700,78.7,2013,North Hampshire,nuts316
nuts316:Medway,UKJ41,132900,173700,76.5,119100,173700,68.5,13800,132900,10.4,13800,138200,10,40800,173700,23.5,12400,40800,30.4,28400,40800,69.6,2013,Medway,nuts316
nuts316:Kent Thames Gateway,UKJ43,170300,211800,80.4,156100,211800,73.7,14200,170300,8.3,14200,175400,8.1,41600,211800,19.6,10100,41600,24.3,31500,41600,75.7,2013,Kent Thames Gateway,nuts316
nuts316:East Kent,UKJ44,230800,312100,73.9,208500,312100,66.8,22300,230800,9.7,23200,242200,9.6,81300,312100,26.1,22700,81300,27.9,58700,81300,72.1,2013,East Kent,nuts316
nuts316:Mid Kent,UKJ45,142500,170400,83.7,132800,170400,77.9,9700,142500,6.8,9700,152500,6.4,27800,170400,16.3,7800,27800,28.1,20000,27800,71.9,2013,Mid Kent,nuts316
nuts316:West Kent,UKJ46,172700,215400,80.2,164500,215400,76.4,8200,172700,4.7,8600,181000,4.7,42700,215400,19.8,13700,42700,32.1,29000,42700,67.9,2013,West Kent,nuts316
"nuts316:Bristol, City of",UKK11,225300,295600,76.2,207500,295600,70.2,17800,225300,7.9,18100,229000,7.9,70300,295600,23.8,20000,70300,28.5,50300,70300,71.5,2013,"Bristol, City of",nuts316
"nuts316:Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,324500,406400,79.8,307900,406400,75.8,16600,324500,5.1,16600,334900,5,81900,406400,20.2,18800,81900,23,63100,81900,77,2013,"Bath and North East Somerset, North Somerset and South Gloucestershire",nuts316
nuts316:Gloucestershire,UKK13,302900,372600,81.3,286900,372600,77,16000,302900,5.3,17200,317700,5.4,69700,372600,18.7,15600,69700,22.3,54100,69700,77.7,2013,Gloucestershire,nuts316
nuts316:Swindon,UKK14,112100,138400,81,105000,138400,75.9,7000,112100,6.3,7000,114600,6.1,26300,138400,19,5300,26300,20.2,21000,26300,79.8,2013,Swindon,nuts316
nuts316:Wiltshire,UKK15,232500,287300,80.9,215300,287300,74.9,17100,232500,7.4,17100,244100,7,54900,287300,19.1,16700,54900,30.4,38200,54900,69.6,2013,Wiltshire,nuts316
nuts316:Bournemouth and Poole,UKK21,170800,214700,79.6,163200,214700,76,7600,170800,4.4,7700,175900,4.4,43900,214700,20.4,8500,43900,19.4,35400,43900,80.6,2013,Bournemouth and Poole,nuts316
nuts316:Dorset CC,UKK22,193200,231600,83.4,182400,231600,78.7,10800,193200,5.6,11400,205300,5.6,38400,231600,16.6,8400,38400,21.9,30000,38400,78.1,2013,Dorset CC,nuts316
nuts316:Somerset,UKK23,252700,314400,80.4,241100,314400,76.7,11600,252700,4.6,11900,266900,4.5,61800,314400,19.6,13700,61800,22.1,48100,61800,77.9,2013,Somerset,nuts316
nuts316:Cornwall and Isles of Scilly,UKK30,243700,327200,74.5,230000,327200,70.3,13700,243700,5.6,14000,259300,5.4,83500,327200,25.5,21100,83500,25.3,62300,83500,74.7,2013,Cornwall and Isles of Scilly,nuts316
nuts316:Plymouth,UKK41,130400,166000,78.5,116300,166000,70.1,14000,130400,10.8,14100,133700,10.6,35700,166000,21.5,12800,35700,36,22900,35700,64,2013,Plymouth,nuts316
nuts316:Torbay,UKK42,56900,76000,74.8,53300,76000,70.2,3500,56900,6.2,3500,59400,5.9,19200,76000,25.2,8100,19200,42.1,11100,19200,57.9,2013,Torbay,nuts316
nuts316:Devon CC,UKK43,352800,442100,79.8,335800,442100,75.9,17000,352800,4.8,17800,371600,4.8,89300,442100,20.2,25200,89300,28.2,64100,89300,71.8,2013,Devon CC,nuts316
nuts316:Isle of Anglesey,UKL11,31500,41100,76.8,28800,41100,70.1,2800,31500,8.8,2800,33000,8.6,9500,41100,23.2,1900,9500,19.5,7700,9500,80.5,2013,Isle of Anglesey,nuts316
nuts316:Gwynedd,UKL12,55400,73800,75.1,52000,73800,70.5,3400,55400,6.1,3500,57800,6,18400,73800,24.9,2100,18400,11.4,16300,18400,88.6,2013,Gwynedd,nuts316
nuts316:Conwy and Denbighshire,UKL13,91900,121800,75.4,86300,121800,70.9,5600,91900,6.1,5700,96200,5.9,29900,121800,24.6,6900,29900,22.9,23100,29900,77.1,2013,Conwy and Denbighshire,nuts316
nuts316:South West Wales,UKL14,166000,230900,71.9,154700,230900,67,11400,166000,6.8,11400,176700,6.5,64900,230900,28.1,12300,64900,18.9,52600,64900,81.1,2013,South West Wales,nuts316
nuts316:Central Valleys,UKL15,137800,186300,73.9,121800,186300,65.4,16000,137800,11.6,16000,140900,11.3,48600,186300,26.1,14600,48600,30,34000,48600,70,2013,Central Valleys,nuts316
nuts316:Gwent Valleys,UKL16,160600,214300,74.9,144100,214300,67.3,16400,160600,10.2,16500,164100,10,53700,214300,25.1,16300,53700,30.4,37400,53700,69.6,2013,Gwent Valleys,nuts316
nuts316:Bridgend and Neath Port Talbot,UKL17,131100,174200,75.3,120600,174200,69.2,10500,131100,8,10500,134000,7.9,43100,174200,24.7,10400,43100,24.1,32700,43100,75.9,2013,Bridgend and Neath Port Talbot,nuts316
nuts316:Swansea,UKL18,109200,152700,71.5,99000,152700,64.9,10200,109200,9.3,10200,112700,9,43500,152700,28.5,9400,43500,21.7,34100,43500,78.3,2013,Swansea,nuts316
nuts316:Monmouthshire and Newport,UKL21,110700,146600,75.5,103000,146600,70.3,7700,110700,6.9,7700,114700,6.7,35800,146600,24.5,8700,35800,24.2,27200,35800,75.8,2013,Monmouthshire and Newport,nuts316
nuts316:Cardiff and Vale of Glamorgan,UKL22,238900,314500,76,217400,314500,69.1,21500,238900,9,21800,246200,8.8,75600,314500,24,19100,75600,25.2,56600,75600,74.8,2013,Cardiff and Vale of Glamorgan,nuts316
nuts316:Flintshire and Wrexham,UKL23,141200,180400,78.3,132100,180400,73.2,9000,141200,6.4,9100,146400,6.2,39200,180400,21.7,11400,39200,28.9,27900,39200,71.1,2013,Flintshire and Wrexham,nuts316
nuts316:Powys,UKL24,60200,77000,78.2,58400,77000,75.8,1900,60200,3.1,2100,65600,3.2,16800,77000,21.8,4200,16800,24.9,12600,16800,75.1,2013,Powys,nuts316
nuts316:Aberdeen City and Aberdeenshire,UKM50,259500,319500,81.2,247800,319500,77.6,11600,259500,4.5,12000,271000,4.4,60000,319500,18.8,21300,60000,35.5,38700,60000,64.5,2013,Aberdeen City and Aberdeenshire,nuts316
nuts316:Caithness & Sutherland and Ross & Cromarty,UKM61,41000,53500,76.6,38900,53500,72.8,2000,41000,5,2200,43700,5.1,12500,53500,23.4,3400,12500,26.8,9200,12500,73.2,2013,Caithness & Sutherland and Ross & Cromarty,nuts316
"nuts316:Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,105000,130600,80.4,98900,130600,75.8,6000,105000,5.8,6100,110000,5.5,25600,130600,19.6,8600,25600,33.5,17000,25600,66.5,2013,"Inverness & Nairn and Moray, Badenoch & Strathspey",nuts316
"nuts316:Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,39500,49500,79.8,37800,49500,76.4,1700,39500,4.3,1700,43000,4,10000,49500,20.2,2900,10000,28.6,7100,10000,71.4,2013,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",nuts316
nuts316:Na h-Eileanan Siar (Western Isles),UKM64,12800,16300,78.4,11800,16300,72.2,1000,12800,7.9,1000,13200,7.9,3500,16300,21.6,1000,3500,29.7,2500,3500,70.3,2013,Na h-Eileanan Siar (Western Isles),nuts316
nuts316:Orkney Islands,UKM65,10900,13200,82.7,10800,13200,81.3,,10900,,,11700,,2300,13200,17.3,,2300,20.2,1800,2300,79.8,2013,Orkney Islands,nuts316
nuts316:Shetland Islands,UKM66,12500,14500,86.1,12100,14500,83.1,,12500,3.5,,12800,3.4,2000,14500,13.9,700,2000,33.9,1300,2000,66.1,2013,Shetland Islands,nuts316
nuts316:Angus and Dundee City,UKM71,125000,168000,74.4,111700,168000,66.5,13300,125000,10.6,13300,127800,10.4,43000,168000,25.6,14300,43000,33.1,28800,43000,66.9,2013,Angus and Dundee City,nuts316
nuts316:Clackmannanshire and Fife,UKM72,202100,264100,76.5,182400,264100,69.1,19700,202100,9.8,19700,208300,9.5,62000,264100,23.5,14800,62000,23.9,47100,62000,76.1,2013,Clackmannanshire and Fife,nuts316
nuts316:East Lothian and Midlothian,UKM73,90500,114600,78.9,85400,114600,74.5,5100,90500,5.7,5100,94000,5.5,24200,114600,21.1,5900,24200,24.6,18200,24200,75.4,2013,East Lothian and Midlothian,nuts316
"nuts316:Edinburgh, City of",UKM75,253900,332200,76.4,235900,332200,71,18000,253900,7.1,18000,259800,6.9,78300,332200,23.6,12900,78300,16.5,65400,78300,83.5,2013,"Edinburgh, City of",nuts316
nuts316:Falkirk,UKM76,80300,101600,79,74800,101600,73.6,5500,80300,6.8,5500,82000,6.7,21300,101600,21,4200,21300,19.9,17100,21300,80.1,2013,Falkirk,nuts316
nuts316:Perth & Kinross and Stirling,UKM77,115200,145000,79.4,107300,145000,74,7900,115200,6.9,8000,119900,6.7,29800,145000,20.6,7200,29800,24.1,22600,29800,75.9,2013,Perth & Kinross and Stirling,nuts316
nuts316:West Lothian,UKM78,90100,113700,79.2,83200,113700,73.2,6900,90100,7.6,6900,91400,7.5,23600,113700,20.8,5400,23600,22.9,18200,23600,77.1,2013,West Lothian,nuts316
"nuts316:East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,109000,141700,76.9,101900,141700,71.9,7100,109000,6.5,7200,111900,6.4,32800,141700,23.1,8200,32800,25,24600,32800,75,2013,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",nuts316
