Area,mnemonic,Economic activity rate - aged 16-64_Numerator,Economic activity rate - aged 16-64_Denominator,Economic activity rate - aged 16-64,Employment rate - aged 16-64_Numerator,Employment rate - aged 16-64_Denominator,Employment rate - aged 16-64,Unemployment rate - aged 16-64_Numerator,Unemployment rate - aged 16-64_Denominator,Unemployment rate - aged 16-64,Unemployment rate - aged 16+_Numerator,Unemployment rate - aged 16+_Denominator,Unemployment rate - aged 16+,% who are economically inactive - aged 16-64_Numerator,% who are economically inactive - aged 16-64_Denominator,% who are economically inactive - aged 16-64,% of economically inactive who want a job_Numerator,% of economically inactive who want a job_Denominator,% of economically inactive who want a job,% of economically inactive who do not want a job_Numerator,% of economically inactive who do not want a job_Denominator,% of economically inactive who do not want a job,Year,Area_Name,Area_Type
nuts316:Essex Haven Gateway,UKH34,216700,284100,76.3,208300,284100,73.3,8400,216700,3.9,8400,226000,3.7,67500,284100,23.7,8900,67500,13.2,58600,67500,86.8,2016,Essex Haven Gateway,nuts316
nuts316:West Essex,UKH35,151000,186500,81,148200,186500,79.5,2800,151000,1.8,2800,160400,1.7,35500,186500,19,13200,35500,37.2,22300,35500,62.8,2016,West Essex,nuts316
nuts316:Heart of Essex,UKH36,153500,194100,79.1,148100,194100,76.3,5300,153500,3.5,5900,161200,3.7,40700,194100,20.9,8400,40700,20.8,32200,40700,79.2,2016,Heart of Essex,nuts316
nuts316:Essex Thames Gateway,UKH37,172100,216500,79.5,164100,216500,75.8,7900,172100,4.6,7900,181500,4.4,44400,216500,20.5,11300,44400,25.5,33100,44400,74.5,2016,Essex Thames Gateway,nuts316
nuts316:Camden and City of London,UKI31,132200,180300,73.3,125800,180300,69.8,6300,132200,4.8,6300,138500,4.6,48100,180300,26.7,16800,48100,35,31300,48100,65,2016,Camden and City of London,nuts316
nuts316:Westminster,UKI32,125400,173200,72.4,117100,173200,67.6,8300,125400,6.6,8300,131500,6.3,47800,173200,27.6,18900,47800,39.5,28900,47800,60.5,2016,Westminster,nuts316
nuts316:Kensington & Chelsea and Hammersmith & Fulham,UKI33,183000,240700,76,173000,240700,71.9,10100,183000,5.5,10100,190700,5.3,57700,240700,24,17700,57700,30.7,40000,57700,69.3,2016,Kensington & Chelsea and Hammersmith & Fulham,nuts316
nuts316:Wandsworth,UKI34,192200,231700,83,185800,231700,80.2,6400,192200,3.3,6400,194700,3.3,39500,231700,17,9500,39500,24.2,29900,39500,75.8,2016,Wandsworth,nuts316
nuts316:Hackney and Newham,UKI41,328900,437500,75.2,306500,437500,70.1,22400,328900,6.8,22400,332600,6.7,108600,437500,24.8,24000,108600,22.1,84600,108600,77.9,2016,Hackney and Newham,nuts316
nuts316:Tower Hamlets,UKI42,173300,223100,77.7,154500,223100,69.3,18800,173300,10.8,18800,174400,10.8,49800,223100,22.3,11500,49800,23.2,38300,49800,76.8,2016,Tower Hamlets,nuts316
nuts316:Haringey and Islington,UKI43,281200,369400,76.1,264900,369400,71.7,16300,281200,5.8,16300,289200,5.6,88300,369400,23.9,20900,88300,23.7,67300,88300,76.3,2016,Haringey and Islington,nuts316
nuts316:Lewisham and Southwark,UKI44,355300,439500,80.8,330200,439500,75.1,25100,355300,7.1,25600,361300,7.1,84200,439500,19.2,22600,84200,26.8,61600,84200,73.2,2016,Lewisham and Southwark,nuts316
nuts316:Lambeth,UKI45,210700,245800,85.7,198100,245800,80.6,12600,210700,6,12600,214800,5.9,35100,245800,14.3,8200,35100,23.3,26900,35100,76.7,2016,Lambeth,nuts316
nuts316:Bexley and Greenwich,UKI51,272600,340500,80.1,256900,340500,75.5,15700,272600,5.8,16000,278900,5.7,67800,340500,19.9,19600,67800,28.9,48200,67800,71.1,2016,Bexley and Greenwich,nuts316
nuts316:Barking & Dagenham and Havering,UKI52,224300,287200,78.1,212200,287200,73.9,12100,224300,5.4,12500,230500,5.4,62900,287200,21.9,18300,62900,29.1,44600,62900,70.9,2016,Barking & Dagenham and Havering,nuts316
nuts316:Redbridge and Waltham Forest,UKI53,298800,382300,78.1,281300,382300,73.6,17500,298800,5.9,17500,306000,5.7,83600,382300,21.9,19400,83600,23.3,64100,83600,76.7,2016,Redbridge and Waltham Forest,nuts316
nuts316:Enfield,UKI54,159500,213400,74.8,150400,213400,70.5,9100,159500,5.7,9400,163000,5.8,53800,213400,25.2,13900,53800,25.8,40000,53800,74.2,2016,Enfield,nuts316
nuts316:Bromley,UKI61,164200,203000,80.9,157000,203000,77.4,7200,164200,4.4,7200,169900,4.3,38700,203000,19.1,9800,38700,25.3,28900,38700,74.7,2016,Bromley,nuts316
nuts316:Croydon,UKI62,202600,247400,81.9,191000,247400,77.2,11500,202600,5.7,11800,209600,5.6,44900,247400,18.1,15000,44900,33.4,29900,44900,66.6,2016,Croydon,nuts316
"nuts316:Merton, Kingston upon Thames and Sutton",UKI63,311000,387800,80.2,298800,387800,77.1,12200,311000,3.9,12400,319600,3.9,76800,387800,19.8,22200,76800,28.9,54600,76800,71.1,2016,"Merton, Kingston upon Thames and Sutton",nuts316
nuts316:Barnet,UKI71,183900,253300,72.6,177200,253300,70,6700,183900,3.6,6700,189900,3.5,69400,253300,27.4,13700,69400,19.8,55700,69400,80.2,2016,Barnet,nuts316
nuts316:Brent,UKI72,168000,223000,75.3,154800,223000,69.4,13200,168000,7.8,13200,172800,7.6,55000,223000,24.7,7600,55000,13.9,47400,55000,86.1,2016,Brent,nuts316
nuts316:Ealing,UKI73,180500,229000,78.8,169200,229000,73.9,11300,180500,6.3,11300,186900,6.1,48500,229000,21.2,14200,48500,29.3,34300,48500,70.7,2016,Ealing,nuts316
nuts316:Harrow and Hillingdon,UKI74,280500,359400,78,266400,359400,74.1,14100,280500,5,14100,292700,4.8,78900,359400,22,13900,78900,17.7,65000,78900,82.3,2016,Harrow and Hillingdon,nuts316
nuts316:Hounslow and Richmond upon Thames,UKI75,253100,315100,80.3,239500,315100,76,13700,253100,5.4,13700,263500,5.2,62000,315100,19.7,16800,62000,27.1,45200,62000,72.9,2016,Hounslow and Richmond upon Thames,nuts316
nuts316:Berkshire,UKJ11,463200,566700,81.7,446500,566700,78.8,16700,463200,3.6,17100,479900,3.6,103500,566700,18.3,20600,103500,19.9,82900,103500,80.1,2016,Berkshire,nuts316
nuts316:Milton Keynes,UKJ12,130700,168600,77.5,128100,168600,76,2600,130700,2,2600,133400,1.9,37900,168600,22.5,7700,37900,20.4,30200,37900,79.6,2016,Milton Keynes,nuts316
nuts316:Buckinghamshire CC,UKJ13,270100,321700,83.9,261300,321700,81.2,8800,270100,3.3,8800,286300,3.1,51600,321700,16.1,10200,51600,19.7,41500,51600,80.3,2016,Buckinghamshire CC,nuts316
nuts316:Oxfordshire,UKJ14,350800,427000,82.1,337900,427000,79.1,12900,350800,3.7,13300,367000,3.6,76200,427000,17.9,20500,76200,26.9,55800,76200,73.1,2016,Oxfordshire,nuts316
nuts316:Brighton and Hove,UKJ21,159800,200700,79.6,149900,200700,74.7,9900,159800,6.2,10000,163800,6.1,40900,200700,20.4,17800,40900,43.7,23000,40900,56.3,2016,Brighton and Hove,nuts316
nuts316:East Sussex CC,UKJ22,243000,312400,77.8,231600,312400,74.1,11400,243000,4.7,12100,258400,4.7,69400,312400,22.2,22500,69400,32.5,46900,69400,67.5,2016,East Sussex CC,nuts316
nuts316:West Surrey,UKJ25,393600,479500,82.1,378000,479500,78.8,15700,393600,4,15700,414400,3.8,85900,479500,17.9,19800,85900,23.1,66100,85900,76.9,2016,West Surrey,nuts316
nuts316:East Surrey,UKJ26,208100,240500,86.5,202300,240500,84.2,5800,208100,2.8,5800,218100,2.6,32400,240500,13.5,5400,32400,16.6,27000,32400,83.4,2016,East Surrey,nuts316
nuts316:West Sussex (South West),UKJ27,202300,254700,79.4,195800,254700,76.9,6400,202300,3.2,6400,215100,3,52500,254700,20.6,13900,52500,26.4,38600,52500,73.6,2016,West Sussex (South West),nuts316
nuts316:West Sussex (North East),UKJ28,199400,239300,83.4,194600,239300,81.3,4800,199400,2.4,5100,208500,2.5,39800,239300,16.6,8500,39800,21.3,31300,39800,78.7,2016,West Sussex (North East),nuts316
nuts316:Portsmouth,UKJ31,109200,141100,77.4,102200,141100,72.4,7000,109200,6.4,7000,111700,6.3,31900,141100,22.6,9700,31900,30.5,22100,31900,69.5,2016,Portsmouth,nuts316
nuts316:Southampton,UKJ32,128300,170000,75.5,121400,170000,71.4,6900,128300,5.4,7000,131600,5.3,41700,170000,24.5,13900,41700,33.4,27800,41700,66.6,2016,Southampton,nuts316
nuts316:Isle of Wight,UKJ34,59800,76400,78.2,56900,76400,74.5,2900,59800,4.8,3000,62900,4.7,16600,76400,21.8,6200,16600,37.5,10400,16600,62.5,2016,Isle of Wight,nuts316
nuts316:South Hampshire,UKJ35,229500,275200,83.4,217000,275200,78.9,12400,229500,5.4,12800,237200,5.4,45700,275200,16.6,11900,45700,25.9,33900,45700,74.1,2016,South Hampshire,nuts316
nuts316:Central Hampshire,UKJ36,256300,316200,81,249400,316200,78.9,6900,256300,2.7,7600,271200,2.8,59900,316200,19,20800,59900,34.7,39100,59900,65.3,2016,Central Hampshire,nuts316
nuts316:North Hampshire,UKJ37,194800,229700,84.8,189900,229700,82.7,4900,194800,2.5,4900,201900,2.4,34900,229700,15.2,7100,34900,20.2,27900,34900,79.8,2016,North Hampshire,nuts316
nuts316:Medway,UKJ41,141300,176600,80,132100,176600,74.8,9200,141300,6.5,9800,146200,6.7,35300,176600,20,14500,35300,41.1,20800,35300,58.9,2016,Medway,nuts316
nuts316:Kent Thames Gateway,UKJ43,175200,222800,78.7,164700,222800,73.9,10500,175200,6,10500,181100,5.8,47600,222800,21.3,13100,47600,27.5,34500,47600,72.5,2016,Kent Thames Gateway,nuts316
nuts316:East Kent,UKJ44,239600,311800,76.8,227400,311800,72.9,12200,239600,5.1,12200,251300,4.8,72300,311800,23.2,16900,72300,23.3,55400,72300,76.7,2016,East Kent,nuts316
nuts316:Mid Kent,UKJ45,140800,173000,81.4,131800,173000,76.2,9000,140800,6.4,9000,145300,6.2,32200,173000,18.6,6700,32200,21,25400,32200,79,2016,Mid Kent,nuts316
nuts316:West Kent,UKJ46,176700,220200,80.2,169300,220200,76.9,7400,176700,4.2,7400,184100,4,43500,220200,19.8,8000,43500,18.4,35500,43500,81.6,2016,West Kent,nuts316
"nuts316:Bristol, City of",UKK11,243000,306800,79.2,232000,306800,75.6,11000,243000,4.5,11400,248700,4.6,63800,306800,20.8,13100,63800,20.5,50700,63800,79.5,2016,"Bristol, City of",nuts316
"nuts316:Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,331200,409500,80.9,320600,409500,78.3,10600,331200,3.2,10900,348300,3.1,78300,409500,19.1,18500,78300,23.6,59900,78300,76.4,2016,"Bath and North East Somerset, North Somerset and South Gloucestershire",nuts316
nuts316:Gloucestershire,UKK13,319400,375900,85,304800,375900,81.1,14600,319400,4.6,15000,334200,4.5,56500,375900,15,15100,56500,26.8,41400,56500,73.2,2016,Gloucestershire,nuts316
nuts316:Swindon,UKK14,116800,140000,83.5,112400,140000,80.2,4500,116800,3.8,4700,120400,3.9,23200,140000,16.5,4700,23200,20.2,18500,23200,79.8,2016,Swindon,nuts316
nuts316:Wiltshire,UKK15,240800,288500,83.5,230900,288500,80,10000,240800,4.1,10000,256800,3.9,47700,288500,16.5,15900,47700,33.4,31800,47700,66.6,2016,Wiltshire,nuts316
nuts316:Bournemouth and Poole,UKK21,171900,219000,78.5,166100,219000,75.8,5900,171900,3.4,6000,177400,3.4,47100,219000,21.5,9800,47100,20.9,37300,47100,79.1,2016,Bournemouth and Poole,nuts316
nuts316:Dorset CC,UKK22,181400,230400,78.7,173600,230400,75.3,7800,181400,4.3,8200,193000,4.2,49000,230400,21.3,9600,49000,19.6,39400,49000,80.4,2016,Dorset CC,nuts316
nuts316:Somerset,UKK23,250000,316700,78.9,240500,316700,75.9,9500,250000,3.8,9500,265500,3.6,66800,316700,21.1,22800,66800,34.1,44000,66800,65.9,2016,Somerset,nuts316
nuts316:Cornwall and Isles of Scilly,UKK30,255100,318600,80.1,245400,318600,77,9700,255100,3.8,9900,274400,3.6,63500,318600,19.9,15500,63500,24.3,48000,63500,75.7,2016,Cornwall and Isles of Scilly,nuts316
nuts316:Plymouth,UKK41,132000,169800,77.7,125300,169800,73.8,6700,132000,5,6700,134300,5,37800,169800,22.3,12300,37800,32.6,25500,37800,67.4,2016,Plymouth,nuts316
nuts316:Torbay,UKK42,59500,75000,79.3,56100,75000,74.7,3400,59500,5.7,3400,62400,5.5,15500,75000,20.7,5200,15500,33.2,10400,15500,66.8,2016,Torbay,nuts316
nuts316:Devon CC,UKK43,350500,453200,77.3,333100,453200,73.5,17400,350500,5,18100,374600,4.8,102700,453200,22.7,31200,102700,30.4,71500,102700,69.6,2016,Devon CC,nuts316
nuts316:Isle of Anglesey,UKL11,30200,40200,75,28500,40200,70.7,1700,30200,5.7,1800,31900,5.6,10100,40200,25,2300,10100,22.9,7800,10100,77.1,2016,Isle of Anglesey,nuts316
nuts316:Gwynedd,UKL12,56900,73400,77.4,53700,73400,73.1,3100,56900,5.5,3100,59800,5.3,16600,73400,22.6,2100,16600,12.9,14400,16600,87.1,2016,Gwynedd,nuts316
nuts316:Conwy and Denbighshire,UKL13,90800,120000,75.7,87500,120000,72.9,3300,90800,3.6,3400,97000,3.5,29200,120000,24.3,7800,29200,26.7,21400,29200,73.3,2016,Conwy and Denbighshire,nuts316
nuts316:South West Wales,UKL14,169200,227400,74.4,162500,227400,71.4,6700,169200,4,6800,180800,3.8,58200,227400,25.6,13800,58200,23.8,44400,58200,76.2,2016,South West Wales,nuts316
nuts316:Central Valleys,UKL15,137100,185200,74,128300,185200,69.3,8800,137100,6.4,8900,140600,6.3,48100,185200,26,17800,48100,37,30300,48100,63,2016,Central Valleys,nuts316
nuts316:Gwent Valleys,UKL16,157400,211700,74.3,149900,211700,70.8,7500,157400,4.8,7500,161300,4.7,54300,211700,25.7,15800,54300,29.2,38500,54300,70.8,2016,Gwent Valleys,nuts316
nuts316:Bridgend and Neath Port Talbot,UKL17,128800,173500,74.2,122100,173500,70.4,6700,128800,5.2,6800,132300,5.1,44700,173500,25.8,11400,44700,25.4,33300,44700,74.6,2016,Bridgend and Neath Port Talbot,nuts316
nuts316:Swansea,UKL18,113500,153300,74.1,106300,153300,69.4,7200,113500,6.4,7400,117400,6.3,39800,153300,25.9,10200,39800,25.6,29600,39800,74.4,2016,Swansea,nuts316
nuts316:Monmouthshire and Newport,UKL21,110300,146000,75.6,106200,146000,72.7,4100,110300,3.7,4200,115600,3.6,35700,146000,24.4,8400,35700,23.5,27300,35700,76.5,2016,Monmouthshire and Newport,nuts316
nuts316:Cardiff and Vale of Glamorgan,UKL22,230700,317700,72.6,219000,317700,68.9,11700,230700,5.1,11700,238700,4.9,87000,317700,27.4,21900,87000,25.2,65100,87000,74.8,2016,Cardiff and Vale of Glamorgan,nuts316
nuts316:Flintshire and Wrexham,UKL23,136800,178800,76.5,132000,178800,73.8,4800,136800,3.5,4800,142000,3.4,42100,178800,23.5,10000,42100,23.8,32000,42100,76.2,2016,Flintshire and Wrexham,nuts316
nuts316:Powys,UKL24,60600,75400,80.4,58800,75400,78,1800,60600,2.9,1800,65800,2.7,14800,75400,19.6,2500,14800,16.9,12300,14800,83.1,2016,Powys,nuts316
nuts316:Aberdeen City and Aberdeenshire,UKM50,257600,326100,79,242200,326100,74.3,15400,257600,6,15400,267100,5.8,68500,326100,21,15300,68500,22.3,53200,68500,77.7,2016,Aberdeen City and Aberdeenshire,nuts316
nuts316:Caithness & Sutherland and Ross & Cromarty,UKM61,41200,52200,78.8,37100,52200,71,4100,41200,9.9,4100,44700,9.2,11100,52200,21.2,3400,11100,30.9,7600,11100,69.1,2016,Caithness & Sutherland and Ross & Cromarty,nuts316
"nuts316:Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,102900,128400,80.1,100100,128400,78,2800,102900,2.7,3000,107800,2.7,25500,128400,19.9,7400,25500,29.2,18100,25500,70.8,2016,"Inverness & Nairn and Moray, Badenoch & Strathspey",nuts316
"nuts316:Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,40400,49700,81.3,39800,49700,80,600,40400,1.6,600,43500,1.5,9300,49700,18.7,3000,9300,32.3,6300,9300,67.7,2016,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",nuts316
nuts316:Na h-Eileanan Siar (Western Isles),UKM64,12800,15800,81.3,12300,15800,78,500,12800,4.1,500,13800,3.8,2900,15800,18.7,1000,2900,35.3,1900,2900,64.7,2016,Na h-Eileanan Siar (Western Isles),nuts316
nuts316:Orkney Islands,UKM65,11400,12900,88.1,11100,12900,86,,11400,,,12200,,1500,12900,11.9,,1500,22.5,1200,1500,77.5,2016,Orkney Islands,nuts316
nuts316:Shetland Islands,UKM66,12900,14200,90.7,12300,14200,86.6,600,12900,4.6,600,13600,4.3,1300,14200,9.3,,1300,35.8,800,1300,64.2,2016,Shetland Islands,nuts316
nuts316:Angus and Dundee City,UKM71,125000,165900,75.3,118300,165900,71.3,6600,125000,5.3,6700,129800,5.2,40900,165900,24.7,16100,40900,39.4,24800,40900,60.6,2016,Angus and Dundee City,nuts316
nuts316:Clackmannanshire and Fife,UKM72,197700,261900,75.5,188100,261900,71.8,9700,197700,4.9,9700,205900,4.7,64200,261900,24.5,16100,64200,25.1,48000,64200,74.9,2016,Clackmannanshire and Fife,nuts316
nuts316:East Lothian and Midlothian,UKM73,91400,117600,77.7,87600,117600,74.5,3800,91400,4.1,3800,94400,4,26200,117600,22.3,5900,26200,22.3,20400,26200,77.7,2016,East Lothian and Midlothian,nuts316
"nuts316:Edinburgh, City of",UKM75,255900,342200,74.8,245500,342200,71.7,10500,255900,4.1,10500,263400,4,86300,342200,25.2,19300,86300,22.3,67000,86300,77.7,2016,"Edinburgh, City of",nuts316
nuts316:Falkirk,UKM76,79700,99700,80,76300,99700,76.5,3500,79700,4.4,3500,81900,4.2,20000,99700,20,3500,20000,17.7,16500,20000,82.3,2016,Falkirk,nuts316
nuts316:Perth & Kinross and Stirling,UKM77,115400,146700,78.7,110700,146700,75.5,4700,115400,4.1,4800,121700,4,31200,146700,21.3,6100,31200,19.7,25100,31200,80.3,2016,Perth & Kinross and Stirling,nuts316
nuts316:West Lothian,UKM78,89700,114600,78.3,86300,114600,75.3,3400,89700,3.8,3600,91600,4,24900,114600,21.7,4900,24900,19.8,19900,24900,80.2,2016,West Lothian,nuts316
"nuts316:East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,108400,139900,77.5,103800,139900,74.2,4600,108400,4.3,4700,110700,4.2,31500,139900,22.5,6300,31500,19.9,25200,31500,80.1,2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",nuts316
nuts316:Glasgow City,UKM82,296500,413300,71.7,279000,413300,67.5,17600,296500,5.9,17900,301700,5.9,116800,413300,28.3,26900,116800,23,89900,116800,77,2016,Glasgow City,nuts316
"nuts316:Inverclyde, East Renfrewshire and Renfrewshire",UKM83,169000,216300,78.1,161500,216300,74.7,7500,169000,4.4,7500,173500,4.3,47300,216300,21.9,12900,47300,27.3,34400,47300,72.7,2016,"Inverclyde, East Renfrewshire and Renfrewshire",nuts316
nuts316:North Lanarkshire,UKM84,170200,219200,77.6,164800,219200,75.2,5400,170200,3.2,5400,174600,3.1,49000,219200,22.4,9000,49000,18.3,40100,49000,81.7,2016,North Lanarkshire,nuts316
nuts316:Scottish Borders,UKM91,52500,66800,78.7,49400,66800,73.9,3200,52500,6,3200,56200,5.6,14200,66800,21.3,3500,14200,24.4,10800,14200,75.6,2016,Scottish Borders,nuts316
nuts316:Dumfries & Galloway,UKM92,69000,88000,78.5,65800,88000,74.8,3200,69000,4.6,3200,72600,4.4,18900,88000,21.5,5200,18900,27.2,13800,18900,72.8,2016,Dumfries & Galloway,nuts316
nuts316:East Ayrshire and North Ayrshire mainland,UKM93,113100,157300,71.9,102600,157300,65.2,10600,113100,9.3,10600,116800,9.1,44200,157300,28.1,11800,44200,26.7,32400,44200,73.3,2016,East Ayrshire and North Ayrshire mainland,nuts316
nuts316:South Ayrshire,UKM94,50600,67400,75.1,48300,67400,71.6,2400,50600,4.7,2400,52400,4.5,16800,67400,24.9,4700,16800,27.9,12100,16800,72.1,2016,South Ayrshire,nuts316
nuts316:South Lanarkshire,UKM95,156500,198100,79,148800,198100,75.1,7700,156500,4.9,7700,160800,4.8,41600,198100,21,5900,41600,14.2,35700,41600,85.8,2016,South Lanarkshire,nuts316
nuts316:Hartlepool and Stockton-on-Tees,UKC11,132000,178200,74.1,122800,178200,68.9,9200,132000,7,9200,134400,6.8,46200,178200,25.9,9800,46200,21.2,36400,46200,78.8,2017,Hartlepool and Stockton-on-Tees,nuts316
nuts316:South Teesside,UKC12,120500,169400,71.1,112100,169400,66.2,8400,120500,7,8600,123200,7,48900,169400,28.9,9100,48900,18.5,39800,48900,81.5,2017,South Teesside,nuts316
nuts316:Darlington,UKC13,50600,63700,79.4,47400,63700,74.4,3200,50600,6.3,3200,52600,6.1,13100,63700,20.6,2000,13100,14.9,11200,13100,85.1,2017,Darlington,nuts316
nuts316:Durham CC,UKC14,247100,324400,76.2,231200,324400,71.3,15900,247100,6.4,15900,254400,6.3,77200,324400,23.8,18000,77200,23.3,59200,77200,76.7,2017,Durham CC,nuts316
nuts316:Northumberland,UKC21,142600,186300,76.6,135900,186300,73,6700,142600,4.7,6700,148700,4.5,43700,186300,23.4,9700,43700,22.3,33900,43700,77.7,2017,Northumberland,nuts316
nuts316:Tyneside,UKC22,414700,548300,75.6,387700,548300,70.7,27000,414700,6.5,27000,423900,6.4,133600,548300,24.4,33800,133600,25.3,99800,133600,74.7,2017,Tyneside,nuts316
nuts316:Sunderland,UKC23,133000,175700,75.7,124800,175700,71,8200,133000,6.2,8500,135800,6.3,42700,175700,24.3,14400,42700,33.7,28300,42700,66.3,2017,Sunderland,nuts316
nuts316:West Cumbria,UKD11,110500,140200,78.8,105900,140200,75.5,4600,110500,4.2,4600,113200,4.1,29700,140200,21.2,8100,29700,27.2,21700,29700,72.8,2017,West Cumbria,nuts316
nuts316:East Cumbria,UKD12,126000,152400,82.7,122600,152400,80.5,3400,126000,2.7,3400,134900,2.5,26400,152400,17.3,5800,26400,22,20600,26400,78,2017,East Cumbria,nuts316
nuts316:Manchester,UKD33,272900,379000,72,255700,379000,67.5,17200,272900,6.3,17200,278200,6.2,106100,379000,28,30000,106100,28.2,76100,106100,71.8,2017,Manchester,nuts316
nuts316:Greater Manchester South West,UKD34,247900,310900,79.7,237000,310900,76.2,11000,247900,4.4,11000,254500,4.3,63000,310900,20.3,14600,63000,23.2,48400,63000,76.8,2017,Greater Manchester South West,nuts316
nuts316:Greater Manchester South East,UKD35,246500,313500,78.6,235000,313500,75,11500,246500,4.7,11500,254800,4.5,67000,313500,21.4,16700,67000,24.9,50300,67000,75.1,2017,Greater Manchester South East,nuts316
nuts316:Greater Manchester North West,UKD36,290200,377500,76.9,278400,377500,73.7,11800,290200,4.1,12000,298100,4,87300,377500,23.1,18700,87300,21.4,68700,87300,78.6,2017,Greater Manchester North West,nuts316
nuts316:Greater Manchester North East,UKD37,285700,390000,73.3,269900,390000,69.2,15800,285700,5.5,15900,294500,5.4,104300,390000,26.7,24000,104300,23,80300,104300,77,2017,Greater Manchester North East,nuts316
nuts316:Blackburn with Darwen,UKD41,62500,91100,68.7,58600,91100,64.4,3900,62500,6.2,3900,63800,6.1,28500,91100,31.3,5500,28500,19.1,23100,28500,80.9,2017,Blackburn with Darwen,nuts316
nuts316:Blackpool,UKD42,64100,82700,77.4,59800,82700,72.3,4300,64100,6.7,4400,65800,6.7,18700,82700,22.6,6400,18700,34.3,12300,18700,65.7,2017,Blackpool,nuts316
nuts316:Lancaster and Wyre,UKD44,123500,153300,80.6,119500,153300,77.9,4000,123500,3.3,4300,130500,3.3,29800,153300,19.4,3500,29800,11.9,26200,29800,88.1,2017,Lancaster and Wyre,nuts316
nuts316:Mid Lancashire,UKD45,193000,236300,81.7,186900,236300,79.1,6100,193000,3.1,6500,199200,3.3,43300,236300,18.3,9800,43300,22.7,33400,43300,77.3,2017,Mid Lancashire,nuts316
nuts316:East Lancashire,UKD46,151700,196700,77.1,144900,196700,73.7,6800,151700,4.5,6800,158900,4.3,45000,196700,22.9,8500,45000,19,36400,45000,81,2017,East Lancashire,nuts316
nuts316:Chorley and West Lancashire,UKD47,110100,139500,78.9,106200,139500,76.2,3900,110100,3.5,4500,114100,4,29400,139500,21.1,6700,29400,22.7,22700,29400,77.3,2017,Chorley and West Lancashire,nuts316
nuts316:Warrington,UKD61,104700,130600,80.2,101100,130600,77.4,3600,104700,3.4,3600,108400,3.3,25900,130600,19.8,5600,25900,21.5,20400,25900,78.5,2017,Warrington,nuts316
nuts316:Cheshire East,UKD62,172500,224400,76.9,170400,224400,75.9,2200,172500,1.3,2200,178200,1.2,51900,224400,23.1,12400,51900,23.8,39500,51900,76.2,2017,Cheshire East,nuts316
